text,sentiment,result
"RT @NorthmanTrader: In 2019 $AAPL made new all time highs on declining earnings growth.
In 2020 $AAPL made new all time highs on declining…",positive,negative
"$MSFT Microsoft all time highs
$AMZN Amazon all time highs 
$NFLX Netflix all time highs
$FB Facebook all time highs
$APPL Apple all time highs
$GOOGL Google nearly all time highs
Talk about the big boys doing the heavy lifting",positive,neutral
"Corona blew a 28-3 lead over racism 

$spy $spx $qqq #es_f",negative,neutral
Clovis Oncology $CLVS Given Average Recommendation of “Hold” by Analysts https://t.co/BAN4GQE2Gx #stocks,neutral,neutral
Actions and opinions in a market are influenced by that. BTC is behaving like a risk asset at the moment and we can see that in the chart and in the correlation with the SP500.,negative,neutral
Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase &amp; Co. https://t.co/gVyp4WTFK4 #stocks,negative,neutral
"Anyone play #tankers? 

#STNG Looks like a good entry price here...

#daytrading #stocks #fxtrading https://t.co/xfIYvjIAUe",positive,positive
RT @AdamMancini4: In this 3 week $SPX rally we've only had 1 pullback lasting more than one day from March 31-April 1. For the next one- id…,positive,neutral
"Join the most profitable trading alerts chatroom also free trial 20 days
https://t.co/waJXnpiwFQ

$MGM $BA $BABA $FB $TSLA $AAL $DKNG $ERI $XSPA $AMZA $BAC $GILD $SHOP $CHWY $UBER $GNUS $HTZ $AAPL $NFLX $USO $PENN $KTOV $IDEX $SPY $MVIS $WLL $GNC $JFIN $HTZ $CIDM $DLOC $WKHS 💖 https://t.co/xYRNykqFEV",neutral,positive
"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Best signals channel ever : https://t.co/ZCdNusdOPO

#CRYPTO #stocks $BTC $ETH #FB #fx #forextrading #USOIL #forexsignal #GBPUSD #AAPL #Forex $BTC #XAUUSD #EURUSD 870428730 https://t.co/vDtmCTqcCC",positive,positive
"https://t.co/9VjKMnpm7n

#CosanBrasil Cosan up 5.3% = $134.8 million gain. $CZZ has made notable gains in 11 of the last 42 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #consumerNondurables #specialty https://t.co/JyB85IR23f",positive,positive
$ES_F $SPY $VXX $NYSE #SP500 #stockmarket #marketinternals #forex #markets #equitymarket #investing #equities #Futures #Trading Recap: Today's trading report bias+1 bullish sent 7/10/20 8:50 AM (ET) upper target+5 at $3168 cash high $3168.5 https://t.co/sf0iBaMU5s https://t.co/pCVl82Vo6G,positive,neutral
$spy $gspc $aapl $nflx $goog $tsla Wells Fargo's 'idiosyncratic' Gap upgrade due to Athleta and real estate value  https://t.co/KXXTKR52MT,positive,neutral
RT @RafKadian: #es_f @ 3200 lower stop to 3211.30 if stay short till 1 star support to zone1 #sp $spx #sp500 https://t.co/CoPkj6c4Lj,negative,neutral
"Oddly low volume right now. 

It’s spooky.

$NQ $ES $QQQ $NDX $SPY $SPX $DXY $TRIN",negative,neutral
If believing in $DIS makes me rich ima going to Disney world that week,positive,neutral
"#USDCAD Tp2 done.✅ Another successful trade with 40+ pips PROFIT 🔥

Closing soon  join now: https://t.co/bn8S6tN51e

#EURCHF $BTC #FB #forextrading #XAGUSD #fx $ETH #Forex #stocks #XAUSUD #AAPL #forexsignal #CRYPTO #EURUSD $BTC 195451096 https://t.co/tiinG8MiKF",positive,negative
@CJ_Johnson17th and $FB,neutral,neutral
"Stock Alert For NNN - National Retail Properties
Alert Type: Daily Percent Price Change
Value Hit: -6.89%

#dividend #stocks $NNN
Visit Custom Stock Alerts https://t.co/Oh8lrY1YRH",negative,neutral
"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",positive,positive
"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac",positive,positive
Another one this morning. $SPX $ES_F https://t.co/Yyr48PEC4l,neutral,neutral
RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,negative,neutral
"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",positive,negative
Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP,neutral,neutral
RT @KobesyTrades: $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…,positive,negative
"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",neutral,neutral
"RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",positive,neutral
"RT @freebirdcapital: The greatest driver of inequality today is financial asset #Inflation, which is a direct result of monetary expansion.…",positive,positive
"RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…",neutral,neutral
"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…",neutral,neutral
Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,negative,neutral
Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,positive,neutral
RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry,positive,negative
"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones",neutral,neutral
RT @mtatsis: Exactly why Instagram will die. $SNAP $FB,negative,neutral
"RT @IndexPulse: A huge collection of #StockMarket related books

Starting frm basics of #stocks, #candlesticks, #fundamentals, #technicals,…",neutral,neutral
"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8: https://t.co/7IRjHNUtDw https://t.co/ll2SKqJDbw",neutral,neutral
"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance",neutral,negative
"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.  #ES_F #indices #stocks #Futures #trading #useThinkScript #ThinkOrSwim #education #volumeprofile https://t.co/za2tsyBQ7O",neutral,neutral
"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…",positive,positive
$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223,neutral,neutral
Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer,negative,neutral
"""BIG #COMEBACK FOR CHINESE #LUCKIN #COFFEE ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in #China. https://t.co/bl22xbFYkX 
#stocks #trading #profits",positive,positive
"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO",positive,positive
RT @5stocksinto: 5 Chinese Stocks Into Dairy https://t.co/NueutRQucw #China #Agriculture #Stocks #Investment #Dairy #Farming #Food #Beverag…,neutral,neutral
"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1",positive,negative
$AAPL $272.50 PM.. wants $260 test.,neutral,neutral
"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",positive,negative
"$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 https://t.co/wzuNFoM5ex",positive,neutral
RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…,positive,neutral
"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░",neutral,negative
"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",neutral,neutral
RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,positive,positive
"Nifty Trading Levels for tomorrow 03-07-20
#Nifty #Nifty50 #NIFTYFUTURE #NSE  #Indices #stockmarkets #stocks #Levels #SKARSH
@daytradertelugu https://t.co/So7EoMVC9c",neutral,neutral
"Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL https://t.co/VjqwKt3YC7 #stocks",negative,neutral
"RT @BlogJulianKomar: Here is how I find great #stocks:

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…",neutral,positive
"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",neutral,neutral
Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks,neutral,neutral
"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…",neutral,neutral
"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",negative,negative
$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5,neutral,neutral
@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative,negative
$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,neutral,neutral
$DIS Earnings tonight 😬,neutral,neutral
"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i",positive,neutral
"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",neutral,neutral
"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…",negative,neutral
Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks,positive,neutral
"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",positive,positive
"$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W",positive,negative
"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks",positive,neutral
"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55",negative,neutral
"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,neutral
https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin,positive,neutral
NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,negative,neutral
"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive,negative
"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",neutral,neutral
"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",positive,positive
"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",positive,neutral
Wave 2 might be in progress. #es_f $spx $spy $vix #sp500 https://t.co/wVShozYIVX,negative,positive
"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v",negative,neutral
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,positive
RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,negative,negative
"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",neutral,neutral
$PFE #BioNTech #BNT162 #SARSCoV2 #COVID19 #vaccines. $BNTX closing price today.,negative,negative
"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd",neutral,neutral
"Asia Pacific stocks higher ahead of U.S. jobs report; airline stocks mostly soar.

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $NVDA $ROKU $BYND $NFLX",positive,neutral
"$HHT up 25% in 2 days

#stocks #OnlineClasses  $BOXL $LRN https://t.co/4mtdDPCoUh",positive,neutral
"Available #onhand #stocks of REGULAR #CYTOKIT text me at 09653052991 💥

 #pampalaglag #cytotec #cytoteckit #abortion #mifepristone #misoprostol #abortionpills #abortionphilippines #cytotecphilippines #cytokitphilippines 09653052991 :) https://t.co/TRyMKKBdEL",neutral,neutral
"RT @TheDomino: .@Tesla $TSLA market value just went over $200 billion for the first time ever...

Making it worth as much as Disney $DIS or…",positive,neutral
"Updated fact sheets for #DSVpanalpina &amp; #Össur in Denmark after their Q1 2020 reporting + for #Gabriel after their Q2 2019/2020 reporting. 

#nobiz #dkbiz #sebiz #aktier #aksjer #OMX #OSEBX #OBX #udbytte #utbytte #stocks #osinko #osakkeet #dividend #dkpol https://t.co/nCnYh4EFCC",neutral,neutral
"RT @DeItaOne: TESLA'S ELON MUSK CALLS FOR BREAKUP OF AMAZON 
$AMZN $TSLA",positive,neutral
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral,neutral
"More Retail fall-out. $V $MC =&gt; J.C. Penney explores bankruptcy as hopes for recovery fade, sources say https://t.co/WpZADdoMuc",positive,negative
"So long, focus groups. Here’s everything you need to know about the new data that’s directing Hollywood - $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm https://t.co/Hpa5PTk37E",positive,neutral
Reliance Steel &amp; Aluminum $RS Issues Quarterly Earnings Results https://t.co/PCgkGYPBos #stocks,neutral,neutral
Just read a few articles I see some good 🔥🔥🔥 stocks for this upcoming week 📊💻💰💰💰 #stocks #robinhood,positive,positive
More updates for the $SPY trades and comments on the $SPX at 11:32 AM https://t.co/aGpd3sXof2,neutral,neutral
RT @frankmottek: Demand it now. Get it now. #MottekOnMoney Special Edition #podcast #Coronaviruscrisis #BearMarket #Oil #stocks #MainStreet…,positive,neutral
"RT @ReutersBiz: Australia to force Facebook and Google to share advertising revenue with local media firms, becoming one of the first count…",negative,negative
Here's a little something buried in $BAC's Q1 earnings 1/,neutral,neutral
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,positive
"RT @SethCL: $SPY $SPX if youre not familiar with this pattern, it is typically the most bullish for you Ichimoku cloud sycophants ;-) The e…",positive,neutral
"RT @NorthmanTrader: Goldman also says the lows are in and have a $SPX 3,000 target.",negative,neutral
"ES now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,neutral
"Looking for the best auto stocks to invest in? Check out this hand-curated list of 40 of the top-performing companies in the industry. 

https://t.co/LSWWsk7YV4 
#stocks #investing https://t.co/AY2O26HCnE",positive,positive
$DBMM #Stocks #StockMarket #DigitalBrandMediaAndMarketingGroup releases Q2 EPS on https://t.co/savSNTKlN1: In contrast to the Q1 Sales Tumbled by -49.626 % from $0 millions and from $0.00 per share. https://t.co/ReoSrnrIhx,neutral,neutral
"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% https://t.co/pMMSxigjSA",negative,negative
Realogy Holdings Corp $RLGY Short Interest Update https://t.co/KtMrbE05ng #stocks,positive,neutral
"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM https://t.co/GwNBPlqb3j",negative,neutral
2 million Robinhood accounts rammed with OTM call options just evaporated.. $QQQ $SPX,neutral,neutral
$AAPL 1-hour view from 4/06 update presented to members at https://t.co/7pgSLh5SPg  pullback completed as a flat structure &amp; resumed higher  #Elliottwave #Trading #Apple https://t.co/Hryzfh471U,neutral,neutral
"RT @iflickerman: ""All Free"" Retail is Back, Amazon $AMZN ready for Chapter 11 🤣🤣🤣 @JuliaLaRoche https://t.co/t4S8BD3REg",positive,neutral
RT @AmericanBanking: Jefferies Financial Group Reaffirms “Buy” Rating for Alphabet $GOOG https://t.co/r2A7GeIc6F #stocks,neutral,neutral
"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service https://t.co/ZXTYWWzaA8 ]
$IBB   to Sell.]  =",negative,neutral
"UnitedHealth Group - $UNH

💰 QUOTE
$UNH was UP ⬆ on Tue Jun 02
Closed at 306.31 USD for a 0.12% gain from previous close
📈 📈 📈

📊 ANALYSIS
UnitedHealth Group should be nationalized
☭ ☭ ☭",positive,negative
"In the last 30 days, broad ETFs have seen huge inflows of money and rebounding from a horrible year.#etf #money #seen #30days #30day #bestday #stocks #markets #flows #economy #economics #recession #bearmarket #bullmarket #investing https://t.co/9KriEjC9Ur",negative,negative
"To be #successful in the #StockMarket, you must know the power of #compounding. #Compounding is #possible when you #invest in #stocks of #companies and #hold them for a very long time. Huge #returns can be made by #holding them in the long run.

@reliancejio
@TheOfficialSBI",positive,positive
Lots of replanting.... $HD https://t.co/NGcHkbT7yo,neutral,neutral
$MRK VOLUME AT THIS POINT WOULD INDICATE AND MAKES IT REALISTIC THAT 80$ ! IF YOU HAVE EXTRA $ SAVE A LITTLE BACKFOR YOUR RAINY DAY ! VIX LOWER! GL. MAY THE FORCE BE WITH YOU! ( ; o )))),neutral,negative
"#PrivateDebt #Equities #Stocks $BIOX On the other hand, the company issued capital for more than 50 million dollars during the quarter, through the private placement of a convertible note maturing in 2023 for 42.5 million #dollars, Argentina https://t.co/rNGEMRnduX …",negative,neutral
Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/Jygh6huARA $NVDA $TSLA $GS $REGN $BAC $GOOGL $FB,positive,negative
"RT @DKellerCMT: Stocks and bonds in lockstep over the last month with the $SPY to $TLT ratio essentially rangebound, just like the $SPX.  W…",positive,neutral
"RT @moneycontrolcom: ⚡️ “Mornings With MC: Stock Market Updates, Now Serving!”

https://t.co/24GpOMIONQ

#Stocks #StockMarket #StocksToWatc…",neutral,neutral
$SPX If you think price moves lower - you have plenty of time to wait for it to show you it wants to move lower. We're above last weeks high which last I changed was not bearish...Just wait for confirmation,negative,neutral
"Gold equities present “an island of value against a backdrop of trouble”, Sprott Asset Management senior portfolio manager John Hathaway says.

#GOLD #stocks #equities #markets #investing
https://t.co/rlTN3s2WQl",positive,negative
"Bloomberg: Investors Are Spending Fresh Billions #Hedging Market Mania. $VIX $SPY $SPX $ES_F
https://t.co/98BuOZAVdJ

via @GoogleNews",positive,neutral
@masterlongevity @Miljenkoz @zipjet $pfe released pre-print and didn’t wait for peer-review. $mrna and NIAID are releasing in peer-reviewed journal. Big difference and requires a more complete set of data to get published. Will be first peer-reviewed data we get to look at,neutral,neutral
#Options Flow Grid Update $CAT #OptionsTrading Caterpillar Shares🔻1.57% to $127.4 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrH1R3 https://t.co/Efxh5QF5yy https://t.co/RhDjz9fN13,neutral,neutral
"$DIS crushed the index in early 2010s out of a recession, willing to bet it does the same coming out of this recession. https://t.co/wPlcuqWjY3",negative,negative
"$AAPL - Apple's Handwriting On The Wall For Intel And AMD. https://t.co/wGimZoIpp4  - 1,324% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $AAPL",positive,neutral
"Amidst the repercussions of the #coronavirus // #COVID19 - get informed, be #educated &amp; stay ahead of the crowd.

SUBSCRIBE TODAY: https://t.co/qBGEqptFRE #microcaps #stocks #microcapstocks #stockmarket https://t.co/dXV6LvMnZc",neutral,neutral
RT @LiveSquawk: Intel Has Been Reiterated As A Top Pick Stock At BAML With A Price Target Of $70 $INTC,positive,neutral
The big story today? $AMZN is going down after completing the ending diagonal anticipated a month ago. https://t.co/JRX6COtXF1 #Elliottwave $XLC $SPX $NDX https://t.co/q8YLClRUqF,negative,neutral
"RT @SJosephBurns: Earnings season begins:

https://t.co/eDYHYwrKxe 

$JPM $PEP $NFLX $WFC $DAL $DPZ $C $BAC $UNH $JNJ $FAST $GS $ABT $FRC $…",neutral,neutral
RT @stealthebasis: Is it #capitalism when one person can make a comment on tv and move markets for just about every asset MASSIVELY in eith…,positive,neutral
"RT @NorthmanTrader: You may remember the original chart from the video....
$SPX $VIX updated https://t.co/QW2Vdxd3WL",neutral,neutral
Gartner Inc $IT Sees Large Decline in Short Interest https://t.co/ryBGQzbylC #stocks,negative,negative
@chigrl SELL EVERYTHING AND BUY $AMZN,neutral,neutral
RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,negative,neutral
"Currently holding:

$QQQ 1/15/2021 $310C
$T 1/21/22 $5C 

I left a lot of money on the table last week but overall I’m happy with the continued growth. My account is currently up 51% in three weeks. Excited for next week!",positive,positive
"RT @unusualOA: Date : 06/19/2020
Time :  09:31 AM
Ticker : $NUAN
Exp :  07/17/20
Strike :25
Spot : 24.10
Contracts : 283 @ 0.63
Premium : $…",neutral,neutral
"$ES - 2nd BIG WIN of the day

Short ES at 3167  Exit = 3150 (partial)

Profit = 17 ES pts = $850

#algotrade #eosalgotrade $SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC $YM $YM_F $NQ $NQ_F $ES $ES_F $GC $GLD $QQQ https://t.co/RrLAkUQXpU",positive,positive
RT @UPBOptionMil: Some of the largest open interest increases from this past weeks trading action 6.1 - 6.5    $HTZ $ZNGA $SNAP $BAC $MS $I…,positive,neutral
"RT @dynamicvol: Market reminds me of the ""eye of the storm"" feel we had after Bear Stearns in 2008.  

In the two months after Bear rescue,…",negative,neutral
"$AAPL #patent 10,707,699 Interphase transformer based rectifier for wireless power transfer #tech #IP #research https://t.co/DIr8TObqln https://t.co/y3Y1OjiK01",neutral,neutral
"@Garrett46881741 Not much pullback from entry from 2700 to 2720 in next session unless surprise negative news.

Longer term, yes pullback from current 2767 expected.

We are not nearly close to be out of woods with Corona-virus effect.

Earnings coming up is key

#es_f $spx $spy #options #futures",negative,negative
"https://t.co/npsA48b4gi

3 months 10 bucks offer for 4 th July  Week !!
$INTC, $MRNA, $NFLX, $RAD   to Calls_Bullish_Stock ($SL 20 % ).]  =",neutral,neutral
$AAPL - Shipment estimates cut for Apple's 5G iPhones - Digitimes https://t.co/ep9MWtz3ZL,negative,negative
"Don't get perplexed with the pullback! The #SP500 is testing the TL4R trendline resistance and the 2,862 support level. The uptrend is fully intact. Keep an eye on a BULLISH 50-day/600-day EMA crossover. This is an opinion. $SPY $SPX #DJIA $DIA #DOW #NASDAQ $VIX https://t.co/V5ddDfV6yn",positive,neutral
"RT @Sarge986: The Virus Remains in Control, Unrealistic V-Shaped Recovery, Trading 2 Stocks $GILD $MYL $MRNA $INO $JNJ $JPM $WFC $AMD $NVDA…",neutral,negative
"RT @Lakshmi_888: Top left hand corner contains timeframe for all my charts:)

15min t/f so looking at days to a week...IF it plays out...…",positive,neutral
"RT @hannanmetals: Tune in on Tues July 7th for @JayTaylorMedia
's Turning Hard Times into Good Times - @hannanmetals
 CEO Mike Hudson is a…",positive,positive
"RT @breakingoptions: $ABT

$BAC

$MS

#joblessclaims

Have a bunch of traders asking me where I think the market will open

We have all of…",neutral,neutral
"$SPY

barchart
Thurs - All US Exchanges - 52-Week

New Highs = 168
New Lows = 10

Humm….
-- Every stock is going up :)

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme #mes_f #markets $spy #aapl",neutral,neutral
"$ALPP $SKDI $SNDD $GRNF $SHMP $CLWD $IPIX

Is Alpine 4 Technologies (OTCMKTS:ALPP) A Buy Right Now?

#news #pennystocks #alpine4 #alpp #stocks #stockmarket #pennystockpicks #pennystockinvesting https://t.co/2bOHoPNjnT",positive,neutral
@GreenTeamToad @Stockcratez Thanks for sharing AI is the future and Google and Fidelity deals are MASSIVE! $GOOG $GOOGL $FIS $SSFT,positive,neutral
