text,sentiment,cleaned_text,final_result
"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",positive,"RT : New: Microsoft’s rival to AWS, called , is a success but has buckled under recent covid-19-related pressure &amp; also has had…",negative
"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac",positive,"Grab This  

 Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

 Cash/Future  Future           

Charge: Rs 2.70 Lac",neutral
Another one this morning. $SPX $ES_F https://t.co/Yyr48PEC4l,neutral,Another one this morning. $SPX $ES_F ,neutral
RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,negative,RT : We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,neutral
"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",positive,"RT : $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",negative
Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP,neutral,Facebook $FB Hits New 12-Month High Following Analyst Upgrade  ,positive
RT @KobesyTrades: $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…,positive,RT : $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish  with current char…,neutral
"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",neutral,"$MET Metlife   Chart, Open Interest Chart Update          ",neutral
"RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",positive,"RT : Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",neutral
"RT @freebirdcapital: The greatest driver of inequality today is financial asset #Inflation, which is a direct result of monetary expansion.…",positive,"RT : The greatest driver of inequality today is financial asset , which is a direct result of monetary expansion.…",neutral
"RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…",neutral,"RT : I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…",neutral
"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…",neutral,"RT : Top 7 stocks to trade for intraday on 14th July 2020.
.
   
.
",neutral
Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,negative,Cfra Lowers AT&amp;T $T Price Target to $37.00 ,negative
Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,positive,Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,neutral
RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry,positive,RT : With $AAPL $FB $AMZN $NFLX green there is no need to worry,neutral
"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones",neutral,"RT : $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones",neutral
RT @mtatsis: Exactly why Instagram will die. $SNAP $FB,negative,RT : Exactly why Instagram will die. $SNAP $FB,neutral
"RT @IndexPulse: A huge collection of #StockMarket related books

Starting frm basics of #stocks, #candlesticks, #fundamentals, #technicals,…",neutral,"RT : A huge collection of  related books

Starting frm basics of , , , ,…",neutral
"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8: https://t.co/7IRjHNUtDw https://t.co/ll2SKqJDbw",neutral,"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8:  ",neutral
"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance",neutral,"Best trading books|How to keep stop loss?  via 
,,,,,,,       ",neutral
"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.  #ES_F #indices #stocks #Futures #trading #useThinkScript #ThinkOrSwim #education #volumeprofile https://t.co/za2tsyBQ7O",neutral,"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.           ",neutral
"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…",positive,"RT : 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…",neutral
$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223,neutral,$AAPL  20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS    ,neutral
Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer,negative,Hey  did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO  ,neutral
"""BIG #COMEBACK FOR CHINESE #LUCKIN #COFFEE ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in #China. https://t.co/bl22xbFYkX 
#stocks #trading #profits",positive,"""BIG  FOR CHINESE   ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in .  
  ",positive
"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO",positive,"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

      

",neutral
RT @5stocksinto: 5 Chinese Stocks Into Dairy https://t.co/NueutRQucw #China #Agriculture #Stocks #Investment #Dairy #Farming #Food #Beverag…,neutral,RT : 5 Chinese Stocks Into Dairy         …,neutral
"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1",positive,"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on  

 $fb $aal $ba $mtch $tsla $twtr ",neutral
$AAPL $272.50 PM.. wants $260 test.,neutral,$AAPL $272.50 PM.. wants $260 test.,neutral
"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",positive,"Mindful Tip : Each losing trade is an opportunity to learn.   

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",neutral
"$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 https://t.co/wzuNFoM5ex",positive,"$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 ",neutral
RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…,positive,RT :  Flow Grid Update $AAPL   Shares ⬆️0.54% to $368.5033   …,positive
"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░",neutral,"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░",neutral
"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",neutral,"RT : An $FB post after watching  - INSURGENCY. 
 ",neutral
RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,positive,RT :  $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,positive
"Nifty Trading Levels for tomorrow 03-07-20
#Nifty #Nifty50 #NIFTYFUTURE #NSE  #Indices #stockmarkets #stocks #Levels #SKARSH
@daytradertelugu https://t.co/So7EoMVC9c",neutral,"Nifty Trading Levels for tomorrow 03-07-20
         
 ",neutral
"Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL https://t.co/VjqwKt3YC7 #stocks",negative,"Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL  ",positive
"RT @BlogJulianKomar: Here is how I find great #stocks:

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…",neutral,"RT : Here is how I find great :

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…",neutral
"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",neutral,"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ 
",neutral
Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks,neutral,Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC  ,neutral
"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…",neutral,"RT :             
   $spy #…",neutral
"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",negative,"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That  sure is an idiot!! $spy $iwm $qqq $iwr $amzn",neutral
$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5,neutral,$TACT    released Q4 EPS on  Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. ,negative
@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative, You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative
$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,neutral,$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,neutral
$DIS Earnings tonight 😬,neutral,$DIS Earnings tonight 😬,neutral
"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i",positive,"Godrej Consumer Products Limited

Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
            ",neutral
"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",neutral,"RT : Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",neutral
"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…",negative,"RT : ""The hate speech is there because it maximizes engagement,"" says , an early Zuckerberg advisor.  has…",neutral
Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks,positive,Grand Canyon Education Inc $LOPE Short Interest Update  ,neutral
"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",positive,"RT :  $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",negative
"$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W",positive,"$TLSRP    reports Q4 EPS on  Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. ",positive
"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks",positive,"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link  

        ",neutral
"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55",negative,"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV ",negative
"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

 $SPX $SPY ",neutral
https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin,positive,  no wonder $msft accepts payment in bitcoin,neutral
NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,negative,NocTrader Bearish Breakout              ,neutral
"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive,"RT : Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive
"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",neutral,"RT : 📈10 small-cap values stocks to watch, with  

    

 http…",neutral
"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",positive,"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f     .....  $uvxy $tvix $vix ",neutral
"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",positive,"RT : $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",positive
Wave 2 might be in progress. #es_f $spx $spy $vix #sp500 https://t.co/wVShozYIVX,negative,Wave 2 might be in progress.  $spx $spy $vix  ,neutral
"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v",negative,"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900  
 
 $CL_F $SPX $SPY $ES_F ",positive
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,"RT : ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",neutral
RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,negative,RT : FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,negative
"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",neutral," lots of others. $MU, $DIS, $AAPL, $AXP to name a few",neutral
$PFE #BioNTech #BNT162 #SARSCoV2 #COVID19 #vaccines. $BNTX closing price today.,negative,$PFE     . $BNTX closing price today.,neutral
"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd",neutral,"RT stock_family: 

$SPY $EEM $GLD $VXX 👁👁 -          $aapl $spy $amd",neutral
"Asia Pacific stocks higher ahead of U.S. jobs report; airline stocks mostly soar.

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $NVDA $ROKU $BYND $NFLX",positive,"Asia Pacific stocks higher ahead of U.S. jobs report; airline stocks mostly soar.

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $NVDA $ROKU $BYND $NFLX",positive
"$HHT up 25% in 2 days

#stocks #OnlineClasses  $BOXL $LRN https://t.co/4mtdDPCoUh",positive,"$HHT up 25% in 2 days

   $BOXL $LRN ",positive
"Available #onhand #stocks of REGULAR #CYTOKIT text me at 09653052991 💥

 #pampalaglag #cytotec #cytoteckit #abortion #mifepristone #misoprostol #abortionpills #abortionphilippines #cytotecphilippines #cytokitphilippines 09653052991 :) https://t.co/TRyMKKBdEL",neutral,"Available   of REGULAR  text me at 09653052991 💥

           09653052991 :) ",neutral
"RT @TheDomino: .@Tesla $TSLA market value just went over $200 billion for the first time ever...

Making it worth as much as Disney $DIS or…",positive,"RT : . $TSLA market value just went over $200 billion for the first time ever...

Making it worth as much as Disney $DIS or…",neutral
"Updated fact sheets for #DSVpanalpina &amp; #Össur in Denmark after their Q1 2020 reporting + for #Gabriel after their Q2 2019/2020 reporting. 

#nobiz #dkbiz #sebiz #aktier #aksjer #OMX #OSEBX #OBX #udbytte #utbytte #stocks #osinko #osakkeet #dividend #dkpol https://t.co/nCnYh4EFCC",neutral,"Updated fact sheets for  &amp; #Össur in Denmark after their Q1 2020 reporting + for  after their Q2 2019/2020 reporting. 

               ",neutral
"RT @DeItaOne: TESLA'S ELON MUSK CALLS FOR BREAKUP OF AMAZON 
$AMZN $TSLA",positive,"RT : TESLA'S ELON MUSK CALLS FOR BREAKUP OF AMAZON 
$AMZN $TSLA",neutral
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral,"RT :  for the week 

 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral
"More Retail fall-out. $V $MC =&gt; J.C. Penney explores bankruptcy as hopes for recovery fade, sources say https://t.co/WpZADdoMuc",positive,"More Retail fall-out. $V $MC =&gt; J.C. Penney explores bankruptcy as hopes for recovery fade, sources say ",negative
"So long, focus groups. Here’s everything you need to know about the new data that’s directing Hollywood - $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm https://t.co/Hpa5PTk37E",positive,"So long, focus groups. Here’s everything you need to know about the new data that’s directing Hollywood - $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm ",neutral
Reliance Steel &amp; Aluminum $RS Issues Quarterly Earnings Results https://t.co/PCgkGYPBos #stocks,neutral,Reliance Steel &amp; Aluminum $RS Issues Quarterly Earnings Results  ,neutral
Just read a few articles I see some good 🔥🔥🔥 stocks for this upcoming week 📊💻💰💰💰 #stocks #robinhood,positive,Just read a few articles I see some good 🔥🔥🔥 stocks for this upcoming week 📊💻💰💰💰  ,neutral
More updates for the $SPY trades and comments on the $SPX at 11:32 AM https://t.co/aGpd3sXof2,neutral,More updates for the $SPY trades and comments on the $SPX at 11:32 AM ,neutral
RT @frankmottek: Demand it now. Get it now. #MottekOnMoney Special Edition #podcast #Coronaviruscrisis #BearMarket #Oil #stocks #MainStreet…,positive,RT : Demand it now. Get it now.  Special Edition      …,neutral
"RT @ReutersBiz: Australia to force Facebook and Google to share advertising revenue with local media firms, becoming one of the first count…",negative,"RT : Australia to force Facebook and Google to share advertising revenue with local media firms, becoming one of the first count…",neutral
Here's a little something buried in $BAC's Q1 earnings 1/,neutral,Here's a little something buried in $BAC's Q1 earnings 1/,neutral
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,"RT : ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",neutral
"RT @SethCL: $SPY $SPX if youre not familiar with this pattern, it is typically the most bullish for you Ichimoku cloud sycophants ;-) The e…",positive,"RT : $SPY $SPX if youre not familiar with this pattern, it is typically the most bullish for you Ichimoku cloud sycophants ;-) The e…",neutral
"RT @NorthmanTrader: Goldman also says the lows are in and have a $SPX 3,000 target.",negative,"RT : Goldman also says the lows are in and have a $SPX 3,000 target.",neutral
"ES now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,"ES now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

 $SPX $SPY ",neutral
"Looking for the best auto stocks to invest in? Check out this hand-curated list of 40 of the top-performing companies in the industry. 

https://t.co/LSWWsk7YV4 
#stocks #investing https://t.co/AY2O26HCnE",positive,"Looking for the best auto stocks to invest in? Check out this hand-curated list of 40 of the top-performing companies in the industry. 

 
  ",neutral
$DBMM #Stocks #StockMarket #DigitalBrandMediaAndMarketingGroup releases Q2 EPS on https://t.co/savSNTKlN1: In contrast to the Q1 Sales Tumbled by -49.626 % from $0 millions and from $0.00 per share. https://t.co/ReoSrnrIhx,neutral,$DBMM    releases Q2 EPS on  In contrast to the Q1 Sales Tumbled by -49.626 % from $0 millions and from $0.00 per share. ,negative
"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% https://t.co/pMMSxigjSA",negative,"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% ",negative
Realogy Holdings Corp $RLGY Short Interest Update https://t.co/KtMrbE05ng #stocks,positive,Realogy Holdings Corp $RLGY Short Interest Update  ,neutral
"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM https://t.co/GwNBPlqb3j",negative,"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM ",negative
2 million Robinhood accounts rammed with OTM call options just evaporated.. $QQQ $SPX,neutral,2 million Robinhood accounts rammed with OTM call options just evaporated.. $QQQ $SPX,negative
$AAPL 1-hour view from 4/06 update presented to members at https://t.co/7pgSLh5SPg  pullback completed as a flat structure &amp; resumed higher  #Elliottwave #Trading #Apple https://t.co/Hryzfh471U,neutral,$AAPL 1-hour view from 4/06 update presented to members at   pullback completed as a flat structure &amp; resumed higher     ,neutral
"RT @iflickerman: ""All Free"" Retail is Back, Amazon $AMZN ready for Chapter 11 🤣🤣🤣 @JuliaLaRoche https://t.co/t4S8BD3REg",positive,"RT : ""All Free"" Retail is Back, Amazon $AMZN ready for Chapter 11 🤣🤣🤣  ",neutral
RT @AmericanBanking: Jefferies Financial Group Reaffirms “Buy” Rating for Alphabet $GOOG https://t.co/r2A7GeIc6F #stocks,neutral,RT : Jefferies Financial Group Reaffirms “Buy” Rating for Alphabet $GOOG  ,neutral
"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service https://t.co/ZXTYWWzaA8 ]
$IBB   to Sell.]  =",negative,"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service  ]
$IBB   to Sell.]  =",neutral
"UnitedHealth Group - $UNH

💰 QUOTE
$UNH was UP ⬆ on Tue Jun 02
Closed at 306.31 USD for a 0.12% gain from previous close
📈 📈 📈

📊 ANALYSIS
UnitedHealth Group should be nationalized
☭ ☭ ☭",positive,"UnitedHealth Group - $UNH

💰 QUOTE
$UNH was UP ⬆ on Tue Jun 02
Closed at 306.31 USD for a 0.12% gain from previous close
📈 📈 📈

📊 ANALYSIS
UnitedHealth Group should be nationalized
☭ ☭ ☭",positive
"In the last 30 days, broad ETFs have seen huge inflows of money and rebounding from a horrible year.#etf #money #seen #30days #30day #bestday #stocks #markets #flows #economy #economics #recession #bearmarket #bullmarket #investing https://t.co/9KriEjC9Ur",negative,"In the last 30 days, broad ETFs have seen huge inflows of money and rebounding from a horrible year.               ",positive
"To be #successful in the #StockMarket, you must know the power of #compounding. #Compounding is #possible when you #invest in #stocks of #companies and #hold them for a very long time. Huge #returns can be made by #holding them in the long run.

@reliancejio
@TheOfficialSBI",positive,"To be  in the , you must know the power of .  is  when you  in  of  and  them for a very long time. Huge  can be made by  them in the long run.


",neutral
