text,sentiment,cleaned_text,final_result
Clovis Oncology $CLVS Given Average Recommendation of “Hold” by Analysts https://t.co/BAN4GQE2Gx #stocks,neutral,Clovis Oncology $CLVS Given Average Recommendation of “Hold” by Analysts https://t.co/BAN4GQE2Gx #stocks,0.0
Actions and opinions in a market are influenced by that. BTC is behaving like a risk asset at the moment and we can see that in the chart and in the correlation with the SP500.,negative,Actions and opinions in a market are influenced by that. BTC is behaving like a risk asset at the moment and we can see that in the chart and in the correlation with the SP500.,0.4404
Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase &amp; Co. https://t.co/gVyp4WTFK4 #stocks,negative,Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase &amp; Co. https://t.co/gVyp4WTFK4 #stocks,-0.128
"Anyone play #tankers? 

#STNG Looks like a good entry price here...

#daytrading #stocks #fxtrading https://t.co/xfIYvjIAUe",positive,"Anyone play #tankers? 

#STNG Looks like a good entry price here...

#daytrading #stocks #fxtrading https://t.co/xfIYvjIAUe",0.7783
RT @AdamMancini4: In this 3 week $SPX rally we've only had 1 pullback lasting more than one day from March 31-April 1. For the next one- id…,positive,RT @AdamMancini4: In this 3 week $SPX rally we've only had 1 pullback lasting more than one day from March 31-April 1. For the next one- id…,0.0
"Join the most profitable trading alerts chatroom also free trial 20 days
https://t.co/waJXnpiwFQ

$MGM $BA $BABA $FB $TSLA $AAL $DKNG $ERI $XSPA $AMZA $BAC $GILD $SHOP $CHWY $UBER $GNUS $HTZ $AAPL $NFLX $USO $PENN $KTOV $IDEX $SPY $MVIS $WLL $GNC $JFIN $HTZ $CIDM $DLOC $WKHS 💖 https://t.co/xYRNykqFEV",neutral,"Join the most profitable trading alerts chatroom also free trial 20 days
https://t.co/waJXnpiwFQ

$MGM $BA $BABA $FB $TSLA $AAL $DKNG $ERI $XSPA $AMZA $BAC $GILD $SHOP $CHWY $UBER $GNUS $HTZ $AAPL $NFLX $USO $PENN $KTOV $IDEX $SPY $MVIS $WLL $GNC $JFIN $HTZ $CIDM $DLOC $WKHS 💖 https://t.co/xYRNykqFEV",0.9336
"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Best signals channel ever : https://t.co/ZCdNusdOPO

#CRYPTO #stocks $BTC $ETH #FB #fx #forextrading #USOIL #forexsignal #GBPUSD #AAPL #Forex $BTC #XAUUSD #EURUSD 870428730 https://t.co/vDtmCTqcCC",positive,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Best signals channel ever : https://t.co/ZCdNusdOPO

#CRYPTO #stocks $BTC $ETH #FB #fx #forextrading #USOIL #forexsignal #GBPUSD #AAPL #Forex $BTC #XAUUSD #EURUSD 870428730 https://t.co/vDtmCTqcCC",-0.25
"https://t.co/9VjKMnpm7n

#CosanBrasil Cosan up 5.3% = $134.8 million gain. $CZZ has made notable gains in 11 of the last 42 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #consumerNondurables #specialty https://t.co/JyB85IR23f",positive,"https://t.co/9VjKMnpm7n

#CosanBrasil Cosan up 5.3% = $134.8 million gain. $CZZ has made notable gains in 11 of the last 42 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #consumerNondurables #specialty https://t.co/JyB85IR23f",0.7003
$ES_F $SPY $VXX $NYSE #SP500 #stockmarket #marketinternals #forex #markets #equitymarket #investing #equities #Futures #Trading Recap: Today's trading report bias+1 bullish sent 7/10/20 8:50 AM (ET) upper target+5 at $3168 cash high $3168.5 https://t.co/sf0iBaMU5s https://t.co/pCVl82Vo6G,positive,$ES_F $SPY $VXX $NYSE #SP500 #stockmarket #marketinternals #forex #markets #equitymarket #investing #equities #Futures #Trading Recap: Today's trading report bias+1 bullish sent 7/10/20 8:50 AM (ET) upper target+5 at $3168 cash high $3168.5 https://t.co/sf0iBaMU5s https://t.co/pCVl82Vo6G,0.0
$spy $gspc $aapl $nflx $goog $tsla Wells Fargo's 'idiosyncratic' Gap upgrade due to Athleta and real estate value  https://t.co/KXXTKR52MT,positive,$spy $gspc $aapl $nflx $goog $tsla Wells Fargo's 'idiosyncratic' Gap upgrade due to Athleta and real estate value  https://t.co/KXXTKR52MT,0.5267
RT @RafKadian: #es_f @ 3200 lower stop to 3211.30 if stay short till 1 star support to zone1 #sp $spx #sp500 https://t.co/CoPkj6c4Lj,negative,RT @RafKadian: #es_f @ 3200 lower stop to 3211.30 if stay short till 1 star support to zone1 #sp $spx #sp500 https://t.co/CoPkj6c4Lj,-0.1779
"Oddly low volume right now. 

It’s spooky.

$NQ $ES $QQQ $NDX $SPY $SPX $DXY $TRIN",negative,"Oddly low volume right now. 

It’s spooky.

$NQ $ES $QQQ $NDX $SPY $SPX $DXY $TRIN",-0.2732
If believing in $DIS makes me rich ima going to Disney world that week,positive,If believing in $DIS makes me rich ima going to Disney world that week,0.5574
"#USDCAD Tp2 done.✅ Another successful trade with 40+ pips PROFIT 🔥

Closing soon  join now: https://t.co/bn8S6tN51e

#EURCHF $BTC #FB #forextrading #XAGUSD #fx $ETH #Forex #stocks #XAUSUD #AAPL #forexsignal #CRYPTO #EURUSD $BTC 195451096 https://t.co/tiinG8MiKF",positive,"#USDCAD Tp2 done.✅ Another successful trade with 40+ pips PROFIT 🔥

Closing soon  join now: https://t.co/bn8S6tN51e

#EURCHF $BTC #FB #forextrading #XAGUSD #fx $ETH #Forex #stocks #XAUSUD #AAPL #forexsignal #CRYPTO #EURUSD $BTC 195451096 https://t.co/tiinG8MiKF",0.8038
@CJ_Johnson17th and $FB,neutral,@CJ_Johnson17th and $FB,0.0
"Stock Alert For NNN - National Retail Properties
Alert Type: Daily Percent Price Change
Value Hit: -6.89%

#dividend #stocks $NNN
Visit Custom Stock Alerts https://t.co/Oh8lrY1YRH",negative,"Stock Alert For NNN - National Retail Properties
Alert Type: Daily Percent Price Change
Value Hit: -6.89%

#dividend #stocks $NNN
Visit Custom Stock Alerts https://t.co/Oh8lrY1YRH",0.7003
"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",positive,"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",-0.1154
"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac",positive,"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac",0.5994
Another one this morning. $SPX $ES_F https://t.co/Yyr48PEC4l,neutral,Another one this morning. $SPX $ES_F https://t.co/Yyr48PEC4l,0.0
RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,negative,RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,-0.3818
"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",positive,"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",0.0
Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP,neutral,Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP,0.0
RT @KobesyTrades: $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…,positive,RT @KobesyTrades: $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…,0.5423
"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",neutral,"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",0.4588
"RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",positive,"RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",0.1154
"RT @freebirdcapital: The greatest driver of inequality today is financial asset #Inflation, which is a direct result of monetary expansion.…",positive,"RT @freebirdcapital: The greatest driver of inequality today is financial asset #Inflation, which is a direct result of monetary expansion.…",0.7717
"RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…",neutral,"RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…",0.0
"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…",neutral,"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…",0.4588
Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,negative,Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,-0.128
Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,positive,Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,0.0
RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry,positive,RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry,-0.6249
"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones",neutral,"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones",0.0
RT @mtatsis: Exactly why Instagram will die. $SNAP $FB,negative,RT @mtatsis: Exactly why Instagram will die. $SNAP $FB,-0.5994
"RT @IndexPulse: A huge collection of #StockMarket related books

Starting frm basics of #stocks, #candlesticks, #fundamentals, #technicals,…",neutral,"RT @IndexPulse: A huge collection of #StockMarket related books

Starting frm basics of #stocks, #candlesticks, #fundamentals, #technicals,…",0.3182
"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8: https://t.co/7IRjHNUtDw https://t.co/ll2SKqJDbw",neutral,"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8: https://t.co/7IRjHNUtDw https://t.co/ll2SKqJDbw",0.0
"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance",neutral,"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance",0.1779
"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.  #ES_F #indices #stocks #Futures #trading #useThinkScript #ThinkOrSwim #education #volumeprofile https://t.co/za2tsyBQ7O",neutral,"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.  #ES_F #indices #stocks #Futures #trading #useThinkScript #ThinkOrSwim #education #volumeprofile https://t.co/za2tsyBQ7O",0.0
"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…",positive,"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…",0.2695
$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223,neutral,$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223,0.0
Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer,negative,Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer,-0.2263
"""BIG #COMEBACK FOR CHINESE #LUCKIN #COFFEE ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in #China. https://t.co/bl22xbFYkX 
#stocks #trading #profits",positive,"""BIG #COMEBACK FOR CHINESE #LUCKIN #COFFEE ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in #China. https://t.co/bl22xbFYkX 
#stocks #trading #profits",0.4588
"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO",positive,"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO",0.7003
RT @5stocksinto: 5 Chinese Stocks Into Dairy https://t.co/NueutRQucw #China #Agriculture #Stocks #Investment #Dairy #Farming #Food #Beverag…,neutral,RT @5stocksinto: 5 Chinese Stocks Into Dairy https://t.co/NueutRQucw #China #Agriculture #Stocks #Investment #Dairy #Farming #Food #Beverag…,0.0
"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1",positive,"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1",0.5781
$AAPL $272.50 PM.. wants $260 test.,neutral,$AAPL $272.50 PM.. wants $260 test.,0.0
"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",positive,"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",0.5093
"$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 https://t.co/wzuNFoM5ex",positive,"$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 https://t.co/wzuNFoM5ex",0.34
RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…,positive,RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…,0.296
"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░",neutral,"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░",-0.0258
"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",neutral,"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",0.0
RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,positive,RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,0.8591
"Nifty Trading Levels for tomorrow 03-07-20
#Nifty #Nifty50 #NIFTYFUTURE #NSE  #Indices #stockmarkets #stocks #Levels #SKARSH
@daytradertelugu https://t.co/So7EoMVC9c",neutral,"Nifty Trading Levels for tomorrow 03-07-20
#Nifty #Nifty50 #NIFTYFUTURE #NSE  #Indices #stockmarkets #stocks #Levels #SKARSH
@daytradertelugu https://t.co/So7EoMVC9c",0.6597
"Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL https://t.co/VjqwKt3YC7 #stocks",negative,"Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL https://t.co/VjqwKt3YC7 #stocks",0.296
"RT @BlogJulianKomar: Here is how I find great #stocks:

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…",neutral,"RT @BlogJulianKomar: Here is how I find great #stocks:

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…",0.6249
"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",neutral,"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",0.8519
Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks,neutral,Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks,0.2732
"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…",neutral,"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…",0.0
"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",negative,"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",-0.184
$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5,neutral,$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5,0.296
@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative,@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,-0.1779
$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,neutral,$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,0.0
$DIS Earnings tonight 😬,neutral,$DIS Earnings tonight 😬,-0.34
"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i",positive,"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i",0.6705
"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",neutral,"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",0.0
"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…",negative,"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…",-0.1779
Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks,positive,Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks,0.7184
"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",positive,"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",0.357
"$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W",positive,"$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W",0.3818
"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks",positive,"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks",0.9231
"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55",negative,"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55",-0.2846
"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",0.4574
https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin,positive,https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin,0.0258
NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,negative,NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,0.0
"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive,"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",0.0
"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",neutral,"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",0.6249
"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",positive,"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",0.7003
"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",positive,"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",0.3612
Wave 2 might be in progress. #es_f $spx $spy $vix #sp500 https://t.co/wVShozYIVX,negative,Wave 2 might be in progress. #es_f $spx $spy $vix #sp500 https://t.co/wVShozYIVX,0.4215
"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v",negative,"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v",-0.5719
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",0.3818
RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,negative,RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,0.0
"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",neutral,"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",0.0
$PFE #BioNTech #BNT162 #SARSCoV2 #COVID19 #vaccines. $BNTX closing price today.,negative,$PFE #BioNTech #BNT162 #SARSCoV2 #COVID19 #vaccines. $BNTX closing price today.,0.0
"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd",neutral,"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd",0.0
